sourceId,latitude,longtitude,max(air_temperature P1D),max(relative_humidity P1D),max(wind_speed P1D),mean(air_temperature P1D),mean(relative_humidity P1D),mean(wind_speed P1D),sum(precipitation_amount P1D),day,month,year
SN69100,63.4597,10.9305,11.9,90.0,9.4,5.6,74.0,4.5,1.65,18,4,2016
SN69100,63.4597,10.9305,9.3,93.0,9.3,5.85,75.0,5.9,5.0,19,4,2016
SN69100,63.4597,10.9305,6.8,90.0,9.4,4.35,79.0,4.3,0.65,20,4,2016
SN69100,63.4597,10.9305,6.5,90.0,14.0,4.95,81.0,7.9,6.25,21,4,2016
SN69100,63.4597,10.9305,4.85,96.0,15.6,3.45,83.0,7.6,5.15,22,4,2016
SN69100,63.4597,10.9305,4.0,96.0,6.8,1.5,87.0,4.0,3.6,23,4,2016
SN69100,63.4597,10.9305,5.5,99.0,5.1,1.3,79.0,2.4,1.0,24,4,2016
SN69100,63.4597,10.9305,7.8,85.0,5.3,1.95,56.0,2.7,0.0,25,4,2016
SN69100,63.4597,10.9305,6.6,96.0,4.5,3.15,75.0,2.4,0.2,26,4,2016
SN69100,63.4597,10.9305,5.9,92.0,7.5,2.05,82.0,3.8,0.65,27,4,2016
SN69100,63.4597,10.9305,9.7,87.0,7.0,4.75,63.0,4.6,2.15,28,4,2016
SN69100,63.4597,10.9305,10.7,93.0,15.1,7.4,61.0,7.9,3.3,29,4,2016
SN69100,63.4597,10.9305,12.5,59.0,9.7,9.4,50.0,7.2,0.0,30,4,2016
SN69100,63.4597,10.9305,12.8,60.0,9.4,10.15,47.0,5.5,0.0,1,5,2016
SN69100,63.4597,10.9305,14.1,75.0,9.7,8.8,55.0,5.1,0.05,2,5,2016
SN69100,63.4597,10.9305,14.3,91.0,9.8,10.6,63.0,5.1,0.25,3,5,2016
SN69100,63.4597,10.9305,15.3,99.0,5.1,9.1,64.0,3.2,2.1,4,5,2016
SN69100,63.4597,10.9305,16.4,70.0,5.8,10.7,47.0,3.2,0.0,5,5,2016
SN69100,63.4597,10.9305,17.1,75.0,6.9,11.55,56.0,2.9,0.0,6,5,2016
SN69100,63.4597,10.9305,18.1,78.0,5.2,11.5,62.0,2.8,0.0,7,5,2016
SN69100,63.4597,10.9305,14.9,86.0,6.1,11.35,76.0,2.7,0.0,8,5,2016
SN69100,63.4597,10.9305,19.3,92.0,5.0,11.95,71.0,3.2,0.1,9,5,2016
SN69100,63.4597,10.9305,13.75,86.0,8.8,10.8,73.0,3.8,0.95,10,5,2016
SN69100,63.4597,10.9305,17.1,88.0,6.2,7.85,59.0,3.8,0.85,11,5,2016
SN69100,63.4597,10.9305,11.4,88.0,9.7,8.25,77.0,6.2,0.65,12,5,2016
SN69100,63.4597,10.9305,7.9,95.0,10.0,5.15,78.0,6.6,5.5,13,5,2016
SN69100,63.4597,10.9305,8.1,87.0,6.9,5.55,80.0,5.0,6.15,14,5,2016
SN69100,63.4597,10.9305,10.1,85.0,7.6,6.6,75.0,5.5,4.75,15,5,2016
SN69100,63.4597,10.9305,10.9,92.0,7.2,7.3,70.0,3.2,1.4,16,5,2016
SN69100,63.4597,10.9305,8.0,85.0,10.1,7.05,68.0,5.1,0.95,17,5,2016
SN69100,63.4597,10.9305,8.3,88.0,3.9,5.5,73.0,2.6,0.25,18,5,2016
SN69100,63.4597,10.9305,8.8,91.0,6.7,5.6,68.0,2.7,1.15,19,5,2016
SN69100,63.4597,10.9305,14.8,94.0,8.0,8.65,67.0,4.7,0.1,20,5,2016
SN69100,63.4597,10.9305,16.8,96.0,6.2,12.1,68.0,2.8,15.1,21,5,2016
SN69100,63.4597,10.9305,18.4,93.0,7.1,14.1,65.0,4.6,0.0,22,5,2016
SN69100,63.4597,10.9305,13.05,97.0,7.5,11.25,89.0,5.8,3.85,23,5,2016
SN69100,63.4597,10.9305,10.2,89.0,5.6,8.35,79.0,3.4,1.15,24,5,2016
SN69100,63.4597,10.9305,11.1,91.0,5.5,8.75,75.0,3.0,0.65,25,5,2016
SN69100,63.4597,10.9305,15.8,86.0,6.3,9.2,69.0,3.5,0.65,26,5,2016
SN69100,63.4597,10.9305,21.8,88.0,4.5,13.25,51.0,3.0,0.0,27,5,2016
SN69100,63.4597,10.9305,20.200000000000003,67.0,10.1,16.15,53.0,6.4,0.0,28,5,2016
SN69100,63.4597,10.9305,17.9,94.0,6.5,15.6,67.0,3.4,0.05,29,5,2016
SN69100,63.4597,10.9305,21.4,94.0,5.4,16.1,72.0,3.4,1.35,30,5,2016
SN69100,63.4597,10.9305,20.5,91.0,9.7,17.200000000000003,77.0,5.4,0.0,31,5,2016
SN69100,63.4597,10.9305,17.3,92.0,7.5,14.75,86.0,4.4,0.0,1,6,2016
SN69100,63.4597,10.9305,17.3,90.0,7.7,13.75,83.0,4.1,0.0,2,6,2016
SN69100,63.4597,10.9305,15.0,95.0,9.6,11.7,69.0,5.3,0.0,3,6,2016
SN69100,63.4597,10.9305,13.1,80.0,6.5,10.1,65.0,3.9,0.0,4,6,2016
SN69100,63.4597,10.9305,15.2,81.0,5.2,10.0,59.0,3.2,0.0,5,6,2016
SN69100,63.4597,10.9305,18.7,87.0,5.1,11.55,64.0,3.6,0.0,6,6,2016
SN69100,63.4597,10.9305,18.9,85.0,11.4,12.95,69.0,6.3,0.0,7,6,2016
SN69100,63.4597,10.9305,10.55,85.0,12.9,9.75,70.0,8.6,1.05,8,6,2016
SN69100,63.4597,10.9305,10.2,80.0,8.6,7.55,68.0,5.9,1.0,9,6,2016
SN69100,63.4597,10.9305,11.7,88.0,6.0,7.85,68.0,3.7,0.15,10,6,2016
SN69100,63.4597,10.9305,17.2,90.0,7.4,9.9,66.0,4.9,0.0,11,6,2016
SN69100,63.4597,10.9305,16.0,87.0,8.0,11.3,64.0,4.3,0.0,12,6,2016
SN69100,63.4597,10.9305,16.3,88.0,8.5,10.95,63.0,4.7,0.0,13,6,2016
SN69100,63.4597,10.9305,17.0,87.0,6.2,11.45,61.0,3.7,0.0,14,6,2016
SN69100,63.4597,10.9305,18.9,87.0,7.4,13.35,70.0,4.2,0.25,15,6,2016
SN69100,63.4597,10.9305,19.8,91.0,7.0,15.65,78.0,4.9,0.15,16,6,2016
SN69100,63.4597,10.9305,16.15,88.0,11.3,13.7,85.0,8.4,0.0,17,6,2016
SN69100,63.4597,10.9305,10.65,90.0,11.7,10.5,86.0,9.5,0.55,18,6,2016
SN69100,63.4597,10.9305,9.7,94.0,10.4,8.8,87.0,8.2,3.3,19,6,2016
SN69100,63.4597,10.9305,22.1,96.0,10.6,11.3,61.0,5.0,5.949999999999999,20,6,2016
SN69100,63.4597,10.9305,16.55,94.0,4.4,14.6,82.0,2.1,4.05,21,6,2016
SN69100,63.4597,10.9305,18.5,94.0,6.2,13.35,74.0,2.9,2.15,22,6,2016
SN69100,63.4597,10.9305,19.0,88.0,8.5,15.65,75.0,4.0,0.0,23,6,2016
SN69100,63.4597,10.9305,20.0,94.0,5.7,15.95,78.0,3.5,0.0,24,6,2016
SN69100,63.4597,10.9305,17.6,94.0,9.7,14.9,85.0,5.7,6.1,25,6,2016
SN69100,63.4597,10.9305,22.4,93.0,6.3,14.75,74.0,2.9,0.0,26,6,2016
SN69100,63.4597,10.9305,23.3,93.0,8.5,17.65,76.0,4.7,4.75,27,6,2016
SN69100,63.4597,10.9305,17.1,96.0,10.1,13.9,79.0,3.2,3.4,28,6,2016
SN69100,63.4597,10.9305,22.2,93.0,4.5,14.25,62.0,3.1,1.6,29,6,2016
SN69100,63.4597,10.9305,20.9,66.0,9.4,18.15,52.0,5.2,0.3,30,6,2016
SN69100,63.4597,10.9305,21.1,82.0,8.3,16.8,59.0,4.3,1.3,1,7,2016
SN69100,63.4597,10.9305,20.1,93.0,8.7,16.6,68.0,5.3,0.2,2,7,2016
SN69100,63.4597,10.9305,16.8,93.0,10.9,13.25,79.0,3.3,19.7,3,7,2016
SN69100,63.4597,10.9305,18.3,95.0,6.2,13.25,71.0,3.8,2.5,4,7,2016
SN69100,63.4597,10.9305,17.9,87.0,7.0,14.5,70.0,4.5,0.0,5,7,2016
SN69100,63.4597,10.9305,15.1,89.0,11.0,12.85,77.0,8.2,0.2,6,7,2016
SN69100,63.4597,10.9305,15.6,85.0,8.8,11.7,69.0,4.4,1.4,7,7,2016
SN69100,63.4597,10.9305,18.7,90.0,4.6,12.45,68.0,3.3,0.2,8,7,2016
SN69100,63.4597,10.9305,18.0,91.0,9.9,13.8,72.0,5.8,0.0,9,7,2016
SN69100,63.4597,10.9305,21.7,86.0,4.6,15.1,65.0,2.8,0.0,10,7,2016
SN69100,63.4597,10.9305,20.35,83.0,5.5,16.7,74.0,3.4,0.2,11,7,2016
SN69100,63.4597,10.9305,17.9,92.0,7.4,16.1,81.0,4.0,1.0,12,7,2016
SN69100,63.4597,10.9305,15.1,95.0,8.2,14.35,92.0,6.0,3.1,13,7,2016
SN69100,63.4597,10.9305,15.3,90.0,7.5,13.25,81.0,5.5,7.4,14,7,2016
SN69100,63.4597,10.9305,15.9,90.0,4.4,12.85,74.0,3.1,0.0,15,7,2016
SN69100,63.4597,10.9305,16.5,97.0,6.5,12.3,84.0,3.1,0.0,16,7,2016
SN69100,63.4597,10.9305,16.2,95.0,8.8,12.95,83.0,3.5,12.4,17,7,2016
SN69100,63.4597,10.9305,16.9,90.0,7.4,13.35,76.0,4.7,1.7,18,7,2016
SN69100,63.4597,10.9305,18.3,94.0,6.4,13.15,74.0,3.8,0.3,19,7,2016
SN69100,63.4597,10.9305,22.0,89.0,4.3,15.75,75.0,2.9,0.3,20,7,2016
SN69100,63.4597,10.9305,29.5,84.0,5.7,21.0,50.0,3.7,0.0,21,7,2016
SN69100,63.4597,10.9305,28.65,94.0,6.4,22.45,76.0,3.4,0.0,22,7,2016
SN69100,63.4597,10.9305,20.25,97.0,6.4,18.25,87.0,3.6,1.9,23,7,2016
SN69100,63.4597,10.9305,23.9,97.0,5.4,18.3,79.0,2.5,1.5,24,7,2016
SN69100,63.4597,10.9305,27.4,92.0,7.1,20.3,62.0,4.2,0.7,25,7,2016
SN69100,63.4597,10.9305,23.0,93.0,11.9,20.1,80.0,4.3,0.8,26,7,2016
SN69100,63.4597,10.9305,22.8,96.0,5.9,16.85,66.0,3.1,11.6,27,7,2016
SN69100,63.4597,10.9305,20.5,94.0,10.9,17.85,74.0,3.5,1.4,28,7,2016
SN69100,63.4597,10.9305,21.5,95.0,8.2,15.2,80.0,3.8,3.9,29,7,2016
SN69100,63.4597,10.9305,18.3,96.0,7.2,15.2,88.0,3.0,4.1,30,7,2016
SN69100,63.4597,10.9305,15.9,97.0,3.7,13.25,90.0,2.4,0.2,31,7,2016
SN69100,63.4597,10.9305,17.5,98.0,5.8,12.7,84.0,3.4,3.3,1,8,2016
SN69100,63.4597,10.9305,15.6,97.0,8.6,13.1,83.0,4.7,5.4,2,8,2016
SN69100,63.4597,10.9305,20.2,82.0,4.8,14.2,66.0,3.0,4.6,3,8,2016
SN69100,63.4597,10.9305,22.7,87.0,4.2,16.65,65.0,2.8,0.0,4,8,2016
SN69100,63.4597,10.9305,18.65,93.0,8.0,16.75,79.0,4.5,2.1,5,8,2016
SN69100,63.4597,10.9305,17.1,94.0,7.8,14.2,79.0,3.9,0.2,6,8,2016
SN69100,63.4597,10.9305,21.6,94.0,7.5,14.7,71.0,4.5,0.1,7,8,2016
SN69100,63.4597,10.9305,18.5,94.0,4.5,15.7,79.0,2.3,6.1,8,8,2016
SN69100,63.4597,10.9305,15.95,93.0,10.5,13.65,85.0,5.1,1.3,9,8,2016
SN69100,63.4597,10.9305,12.8,84.0,9.5,10.8,74.0,6.4,3.2,10,8,2016
SN69100,63.4597,10.9305,9.45,89.0,8.5,8.9,80.0,5.9,1.85,11,8,2016
SN69100,63.4597,10.9305,15.8,97.0,4.3,9.45,77.0,2.8,3.75,12,8,2016
SN69100,63.4597,10.9305,15.6,95.0,7.7,12.3,77.0,5.1,5.6,13,8,2016
SN69100,63.4597,10.9305,15.3,93.0,8.3,12.1,72.0,5.2,2.6,14,8,2016
SN69100,63.4597,10.9305,13.35,95.0,8.4,10.6,88.0,4.1,0.35,15,8,2016
SN69100,63.4597,10.9305,17.8,92.0,5.9,13.1,77.0,3.0,0.35,16,8,2016
SN69100,63.4597,10.9305,20.0,95.0,6.4,13.6,74.0,4.1,0.1,17,8,2016
SN69100,63.4597,10.9305,24.7,82.0,7.1,17.85,54.0,4.5,0.0,18,8,2016
SN69100,63.4597,10.9305,21.5,81.0,6.7,17.950000000000003,66.0,3.1,0.1,19,8,2016
SN69100,63.4597,10.9305,20.9,82.0,4.8,16.950000000000003,73.0,2.6,0.0,20,8,2016
SN69100,63.4597,10.9305,20.5,93.0,7.7,16.4,74.0,3.3,0.0,21,8,2016
SN69100,63.4597,10.9305,18.5,97.0,7.4,14.8,88.0,4.0,0.1,22,8,2016
SN69100,63.4597,10.9305,16.6,91.0,6.5,14.8,76.0,3.6,0.0,23,8,2016
SN69100,63.4597,10.9305,15.95,97.0,5.0,12.85,86.0,2.8,0.2,24,8,2016
SN69100,63.4597,10.9305,16.1,97.0,8.2,13.85,79.0,4.0,0.7,25,8,2016
SN69100,63.4597,10.9305,17.2,96.0,16.1,12.6,84.0,5.5,5.4,26,8,2016
SN69100,63.4597,10.9305,15.2,90.0,16.8,13.35,82.0,10.3,7.75,27,8,2016
SN69100,63.4597,10.9305,19.0,97.0,3.9,12.7,75.0,2.3,2.65,28,8,2016
SN69100,63.4597,10.9305,15.7,94.0,6.5,12.6,83.0,3.0,0.0,29,8,2016
SN69100,63.4597,10.9305,15.4,97.0,3.6,11.8,90.0,1.9,4.9,30,8,2016
SN69100,63.4597,10.9305,19.7,97.0,9.9,14.4,83.0,3.4,6.0,31,8,2016
SN69100,63.4597,10.9305,15.65,97.0,6.9,13.85,86.0,2.9,5.7,1,9,2016
SN69100,63.4597,10.9305,13.6,95.0,7.3,11.9,82.0,2.9,10.75,2,9,2016
SN69100,63.4597,10.9305,14.0,98.0,5.3,10.55,92.0,2.0,6.7,3,9,2016
SN69100,63.4597,10.9305,13.6,95.0,9.1,11.4,81.0,4.8,9.15,4,9,2016
SN69100,63.4597,10.9305,16.3,99.0,4.9,9.8,81.0,3.1,0.55,5,9,2016
SN69100,63.4597,10.9305,20.7,93.0,6.6,12.95,78.0,3.2,1.6,6,9,2016
SN69100,63.4597,10.9305,15.3,90.0,12.4,14.45,76.0,8.0,2.1,7,9,2016
SN69100,63.4597,10.9305,19.7,95.0,5.1,13.6,76.0,3.1,0.5,8,9,2016
SN69100,63.4597,10.9305,20.1,99.0,8.6,16.05,82.0,3.0,2.35,9,9,2016
SN69100,63.4597,10.9305,21.6,98.0,7.6,13.45,85.0,2.6,2.45,10,9,2016
SN69100,63.4597,10.9305,14.6,96.0,8.1,12.5,89.0,3.2,18.0,11,9,2016
SN69100,63.4597,10.9305,20.6,97.0,4.5,11.6,80.0,3.1,5.4,12,9,2016
SN69100,63.4597,10.9305,18.6,96.0,4.3,12.55,81.0,2.5,0.0,13,9,2016
SN69100,63.4597,10.9305,16.0,98.0,7.1,12.85,91.0,3.4,0.0,14,9,2016
SN69100,63.4597,10.9305,15.7,97.0,5.6,13.2,86.0,2.9,1.4,15,9,2016
SN69100,63.4597,10.9305,17.2,98.0,4.9,12.65,86.0,2.3,0.0,16,9,2016
SN69100,63.4597,10.9305,16.0,98.0,3.3,13.8,91.0,1.8,0.35,17,9,2016
SN69100,63.4597,10.9305,16.0,99.0,3.2,13.4,96.0,1.9,0.45,18,9,2016
SN69100,63.4597,10.9305,15.4,99.0,3.8,12.7,94.0,2.4,0.0,19,9,2016
SN69100,63.4597,10.9305,16.2,98.0,4.2,13.4,93.0,2.1,0.0,20,9,2016
SN69100,63.4597,10.9305,17.7,96.0,4.2,14.0,87.0,2.4,0.0,21,9,2016
SN69100,63.4597,10.9305,16.85,94.0,6.3,15.25,84.0,2.8,0.0,22,9,2016
SN69100,63.4597,10.9305,18.7,96.0,13.6,14.55,79.0,3.2,0.45,23,9,2016
SN69100,63.4597,10.9305,16.3,96.0,4.4,12.35,79.0,2.8,1.15,24,9,2016
SN69100,63.4597,10.9305,21.8,81.0,6.7,14.75,63.0,3.6,0.0,25,9,2016
SN69100,63.4597,10.9305,17.65,95.0,8.9,15.4,75.0,3.3,0.0,26,9,2016
SN69100,63.4597,10.9305,16.7,96.0,9.6,11.35,71.0,4.9,0.0,27,9,2016
SN69100,63.4597,10.9305,15.6,86.0,12.7,13.05,72.0,5.5,0.45,28,9,2016
SN69100,63.4597,10.9305,12.1,95.0,14.1,10.05,82.0,3.1,0.8,29,9,2016
SN69100,63.4597,10.9305,10.85,92.0,15.0,9.35,82.0,6.8,8.5,30,9,2016
SN69100,63.4597,10.9305,10.3,91.0,13.1,8.399999999999999,81.0,7.7,15.8,1,10,2016
SN69100,63.4597,10.9305,10.8,93.0,6.4,7.050000000000001,85.0,3.3,7.5,2,10,2016
SN69100,63.4597,10.9305,9.1,98.0,4.1,4.75,88.0,2.7,2.65,3,10,2016
SN69100,63.4597,10.9305,14.2,94.0,4.6,5.45,71.0,3.1,0.0,4,10,2016
SN69100,63.4597,10.9305,10.3,95.0,3.8,5.8,82.0,2.8,0.0,5,10,2016
SN69100,63.4597,10.9305,9.2,96.0,4.0,3.45,84.0,2.4,0.0,6,10,2016
SN69100,63.4597,10.9305,15.4,97.0,4.8,5.1,79.0,3.4,0.0,7,10,2016
SN69100,63.4597,10.9305,11.2,93.0,5.7,6.1,76.0,3.6,0.0,8,10,2016
SN69100,63.4597,10.9305,11.3,91.0,5.9,4.65,73.0,3.4,0.0,9,10,2016
SN69100,63.4597,10.9305,10.2,87.0,6.4,5.15,73.0,4.1,0.0,10,10,2016
SN69100,63.4597,10.9305,8.8,92.0,4.4,2.7,79.0,2.8,0.0,11,10,2016
SN69100,63.4597,10.9305,4.9,95.0,3.8,0.5,88.0,2.8,0.0,12,10,2016
SN69100,63.4597,10.9305,4.1,99.0,3.7,-0.85,91.0,2.6,0.0,13,10,2016
SN69100,63.4597,10.9305,7.4,95.0,4.7,0.1999999999999999,74.0,2.6,0.0,14,10,2016
SN69100,63.4597,10.9305,9.8,65.0,6.3,3.8,52.0,4.9,0.0,15,10,2016
SN69100,63.4597,10.9305,10.8,65.0,7.0,5.55,53.0,4.4,0.0,16,10,2016
SN69100,63.4597,10.9305,11.9,62.0,9.4,8.75,57.0,4.9,0.0,17,10,2016
SN69100,63.4597,10.9305,13.0,68.0,7.1,10.05,61.0,3.3,0.0,18,10,2016
SN69100,63.4597,10.9305,10.05,96.0,3.9,6.75,84.0,2.6,0.0,19,10,2016
SN69100,63.4597,10.9305,11.7,94.0,7.8,4.7,72.0,4.3,0.0,20,10,2016
SN69100,63.4597,10.9305,8.7,66.0,7.2,6.4,56.0,4.7,0.0,21,10,2016
SN69100,63.4597,10.9305,6.9,78.0,6.4,4.5,64.0,4.3,0.0,22,10,2016
SN69100,63.4597,10.9305,7.2,80.0,6.6,3.45,65.0,4.7,0.0,23,10,2016
SN69100,63.4597,10.9305,9.4,84.0,7.8,4.5,66.0,5.0,0.0,24,10,2016
SN69100,63.4597,10.9305,9.4,92.0,5.3,4.7,73.0,2.9,0.0,25,10,2016
SN69100,63.4597,10.9305,8.2,87.0,5.6,3.05,70.0,3.3,0.1,26,10,2016
SN69100,63.4597,10.9305,12.0,91.0,10.0,6.25,76.0,4.3,0.7999999999999999,27,10,2016
SN69100,63.4597,10.9305,8.55,89.0,14.9,6.6,82.0,7.8,6.4,28,10,2016
SN69100,63.4597,10.9305,8.8,92.0,16.2,6.2,85.0,11.0,22.25,29,10,2016
SN69100,63.4597,10.9305,8.2,96.0,7.9,7.0,87.0,4.7,14.8,30,10,2016
SN69100,63.4597,10.9305,6.3,98.0,3.5,5.949999999999999,96.0,2.4,9.25,31,10,2016
SN69100,63.4597,10.9305,6.05,98.0,3.6,4.65,95.0,1.6,11.7,1,11,2016
SN69100,63.4597,10.9305,2.9,97.0,3.8,0.75,92.0,2.3,1.1,2,11,2016
SN69100,63.4597,10.9305,0.7,93.0,4.5,-0.55,82.0,3.4,0.6,3,11,2016
SN69100,63.4597,10.9305,1.15,75.0,6.6,0.05,65.0,4.8,0.7000000000000001,4,11,2016
SN69100,63.4597,10.9305,1.4,64.0,8.7,0.0,60.0,6.7,0.0,5,11,2016
SN69100,63.4597,10.9305,-2.7,77.0,6.9,-3.85,66.0,3.7,0.0,6,11,2016
SN69100,63.4597,10.9305,-4.699999999999999,83.0,4.7,-7.7,73.0,3.1,0.0,7,11,2016
SN69100,63.4597,10.9305,-3.8,82.0,7.4,-8.350000000000001,69.0,3.5,0.0,8,11,2016
SN69100,63.4597,10.9305,-0.7,79.0,7.5,-6.0,66.0,3.8,0.0,9,11,2016
SN69100,63.4597,10.9305,-0.8,69.0,6.2,-2.95,57.0,4.0,0.0,10,11,2016
SN69100,63.4597,10.9305,0.7999999999999999,93.0,4.7,-3.2,77.0,3.0,0.0,11,11,2016
SN69100,63.4597,10.9305,3.3,96.0,4.0,0.0,80.0,2.3,0.3,12,11,2016
SN69100,63.4597,10.9305,2.0,97.0,3.3,0.4,84.0,2.2,0.1,13,11,2016
SN69100,63.4597,10.9305,6.8,99.0,4.9,3.25,79.0,2.9,4.9,14,11,2016
SN69100,63.4597,10.9305,8.8,99.0,12.1,5.5,82.0,4.9,9.7,15,11,2016
SN69100,63.4597,10.9305,8.7,97.0,10.4,6.449999999999999,67.0,3.8,3.2,16,11,2016
SN69100,63.4597,10.9305,4.6,99.0,3.8,2.85,93.0,2.6,2.5,17,11,2016
SN69100,63.4597,10.9305,2.1,92.0,5.0,-0.2,77.0,3.0,0.0,18,11,2016
SN69100,63.4597,10.9305,4.7,96.0,5.6,0.0499999999999999,84.0,2.7,0.0,19,11,2016
SN69100,63.4597,10.9305,4.4,75.0,4.0,2.05,63.0,2.5,0.0,20,11,2016
SN69100,63.4597,10.9305,4.8,93.0,4.7,2.45,79.0,2.5,0.0,21,11,2016
SN69100,63.4597,10.9305,3.35,99.0,4.1,0.5,92.0,2.5,2.7,22,11,2016
SN69100,63.4597,10.9305,2.05,99.0,6.5,0.4499999999999999,97.0,2.5,4.1,23,11,2016
SN69100,63.4597,10.9305,3.3,98.0,9.2,1.25,93.0,3.5,4.85,24,11,2016
SN69100,63.4597,10.9305,9.7,96.0,12.7,4.45,90.0,5.3,14.8,25,11,2016
SN69100,63.4597,10.9305,8.6,95.0,15.6,5.7,84.0,10.0,20.8,26,11,2016
SN69100,63.4597,10.9305,3.75,95.0,7.0,1.7,83.0,4.3,6.25,27,11,2016
SN69100,63.4597,10.9305,4.9,95.0,12.6,0.6,88.0,7.9,2.2,28,11,2016
SN69100,63.4597,10.9305,5.9,93.0,12.1,3.65,81.0,5.4,4.6,29,11,2016
SN69100,63.4597,10.9305,4.25,97.0,13.3,2.7,87.0,9.3,8.7,30,11,2016
SN69100,63.4597,10.9305,3.45,98.0,10.9,1.25,93.0,3.3,7.8,1,12,2016
SN69100,63.4597,10.9305,4.1,97.0,11.7,1.65,83.0,6.1,5.35,2,12,2016
SN69100,63.4597,10.9305,2.75,98.0,9.5,1.0499999999999998,96.0,3.0,2.35,3,12,2016
SN69100,63.4597,10.9305,8.25,98.0,15.7,3.6,88.0,9.1,6.05,4,12,2016
SN69100,63.4597,10.9305,8.05,94.0,16.6,4.95,83.0,6.3,16.6,5,12,2016
SN69100,63.4597,10.9305,2.5,97.0,3.2,1.35,93.0,1.9,0.25,6,12,2016
SN69100,63.4597,10.9305,2.15,99.0,4.0,1.05,94.0,2.3,0.8999999999999999,7,12,2016
SN69100,63.4597,10.9305,7.4,99.0,6.4,3.5,98.0,2.7,17.95,8,12,2016
SN69100,63.4597,10.9305,8.7,97.0,8.7,5.55,90.0,4.4,16.4,9,12,2016
SN69100,63.4597,10.9305,1.5,95.0,4.7,1.15,85.0,3.1,1.95,10,12,2016
SN69100,63.4597,10.9305,-0.4499999999999999,95.0,3.8,-2.35,86.0,2.2,2.1,11,12,2016
SN69100,63.4597,10.9305,-2.95,97.0,5.0,-6.6,88.0,3.2,0.25,12,12,2016
SN69100,63.4597,10.9305,5.0,99.0,9.1,-0.7,91.0,4.8,3.8,13,12,2016
SN69100,63.4597,10.9305,3.3,99.0,4.3,0.3,97.0,2.8,1.85,14,12,2016
SN69100,63.4597,10.9305,-0.3,96.0,4.5,-2.85,93.0,2.1,0.0,15,12,2016
SN69100,63.4597,10.9305,-0.15,99.0,3.1,-1.7,98.0,1.5,0.0,16,12,2016
SN69100,63.4597,10.9305,0.95,99.0,3.8,-1.1,98.0,2.3,0.3,17,12,2016
SN69100,63.4597,10.9305,3.6,99.0,3.2,1.25,98.0,2.0,1.65,18,12,2016
SN69100,63.4597,10.9305,6.6,100.0,4.2,4.2,99.0,2.7,4.25,19,12,2016
SN69100,63.4597,10.9305,8.35,99.0,15.0,5.5,77.0,5.0,1.3,20,12,2016
SN69100,63.4597,10.9305,8.2,67.0,13.0,6.2,54.0,9.1,0.0,21,12,2016
SN69100,63.4597,10.9305,6.35,87.0,8.0,3.4,66.0,3.0,0.0,22,12,2016
SN69100,63.4597,10.9305,3.9,86.0,11.5,2.4,74.0,6.4,0.25,23,12,2016
SN69100,63.4597,10.9305,5.2,90.0,10.8,2.95,70.0,5.0,1.65,24,12,2016
SN69100,63.4597,10.9305,5.6,97.0,12.0,3.35,86.0,7.2,18.7,25,12,2016
SN69100,63.4597,10.9305,5.8,89.0,14.2,3.0,70.0,5.6,11.5,26,12,2016
SN69100,63.4597,10.9305,4.4,94.0,14.8,1.7,82.0,6.8,1.0,27,12,2016
SN69100,63.4597,10.9305,2.3,98.0,4.2,0.85,96.0,2.9,1.35,28,12,2016
SN69100,63.4597,10.9305,5.300000000000001,99.0,3.8,2.8,98.0,2.2,8.15,29,12,2016
SN69100,63.4597,10.9305,11.4,91.0,15.6,6.05,76.0,8.2,9.1,30,12,2016
SN69100,63.4597,10.9305,5.85,89.0,12.5,5.1,76.0,9.0,7.25,31,12,2016
SN69100,63.4597,10.9305,4.3,94.0,11.9,2.75,87.0,7.0,4.0,1,1,2017
SN69100,63.4597,10.9305,0.6499999999999999,97.0,10.1,-0.35,93.0,3.4,2.3,2,1,2017
SN69100,63.4597,10.9305,2.1,97.0,7.6,-0.8999999999999999,88.0,3.2,7.25,3,1,2017
SN69100,63.4597,10.9305,-1.65,86.0,4.7,-5.6,82.0,3.1,3.95,4,1,2017
SN69100,63.4597,10.9305,-6.5,86.0,5.3,-11.8,80.0,3.8,0.05,5,1,2017
SN69100,63.4597,10.9305,3.55,85.0,10.4,-4.35,67.0,4.1,0.05,6,1,2017
SN69100,63.4597,10.9305,3.9,90.0,13.2,1.95,82.0,8.0,3.6,7,1,2017
SN69100,63.4597,10.9305,6.8,82.0,14.2,3.25,73.0,5.7,1.2000000000000002,8,1,2017
SN69100,63.4597,10.9305,8.0,93.0,6.3,4.65,76.0,2.8,0.45,9,1,2017
SN69100,63.4597,10.9305,7.85,87.0,9.1,5.15,65.0,4.0,0.0,10,1,2017
SN69100,63.4597,10.9305,7.3,97.0,9.3,4.75,69.0,5.3,0.1,11,1,2017
SN69100,63.4597,10.9305,1.5,99.0,3.4,0.3,94.0,2.5,5.0,12,1,2017
SN69100,63.4597,10.9305,2.8,95.0,7.7,-1.85,90.0,3.9,0.9,13,1,2017
SN69100,63.4597,10.9305,1.35,96.0,8.3,-0.4,87.0,4.2,4.55,14,1,2017
SN69100,63.4597,10.9305,0.8999999999999999,95.0,9.8,-0.7999999999999999,86.0,8.0,2.1,15,1,2017
SN69100,63.4597,10.9305,1.15,97.0,6.7,-0.65,90.0,2.7,1.55,16,1,2017
