sourceId,latitude,longtitude,max(air_temperature P1D),max(relative_humidity P1D),max(wind_speed P1D),mean(air_temperature P1D),mean(relative_humidity P1D),mean(wind_speed P1D),sum(precipitation_amount P1D),day,month,year
SN69100,63.4597,10.9305,14.4,91.0,6.2,11.75,67.0,3.3,0.45,17,5,2014
SN69100,63.4597,10.9305,24.6,91.0,6.7,12.3,57.0,3.6,0.4,18,5,2014
SN69100,63.4597,10.9305,22.200000000000003,84.0,3.8,15.7,72.0,2.0,0.0,19,5,2014
SN69100,63.4597,10.9305,19.5,92.0,5.4,14.9,69.0,3.0,1.7,20,5,2014
SN69100,63.4597,10.9305,25.2,88.0,8.1,15.45,61.0,4.2,0.0,21,5,2014
SN69100,63.4597,10.9305,21.55,87.0,7.8,18.25,68.0,3.8,1.5,22,5,2014
SN69100,63.4597,10.9305,20.1,94.0,9.3,15.3,86.0,3.8,5.25,23,5,2014
SN69100,63.4597,10.9305,12.75,94.0,7.2,11.8,90.0,3.3,6.5,24,5,2014
SN69100,63.4597,10.9305,11.15,96.0,7.4,9.85,85.0,4.0,1.05,25,5,2014
SN69100,63.4597,10.9305,12.9,96.0,6.3,9.75,78.0,3.0,7.5,26,5,2014
SN69100,63.4597,10.9305,19.3,79.0,6.2,11.95,49.0,4.6,0.0,27,5,2014
SN69100,63.4597,10.9305,21.0,64.0,6.5,15.1,41.0,4.5,0.0,28,5,2014
SN69100,63.4597,10.9305,19.200000000000003,79.0,7.2,15.15,55.0,4.7,0.0,29,5,2014
SN69100,63.4597,10.9305,14.8,85.0,9.5,12.6,76.0,6.2,0.0,30,5,2014
SN69100,63.4597,10.9305,10.85,77.0,6.6,10.1,75.0,4.7,0.0,31,5,2014
SN69100,63.4597,10.9305,16.7,87.0,6.9,10.65,67.0,3.2,0.0,1,6,2014
SN69100,63.4597,10.9305,21.3,89.0,7.1,13.2,67.0,4.4,0.0,2,6,2014
SN69100,63.4597,10.9305,25.8,84.0,6.1,17.65,39.0,3.7,0.0,3,6,2014
SN69100,63.4597,10.9305,21.95,83.0,5.7,19.1,60.0,3.6,0.1,4,6,2014
SN69100,63.4597,10.9305,25.1,82.0,6.3,18.65,60.0,4.8,1.05,5,6,2014
SN69100,63.4597,10.9305,25.1,81.0,6.7,19.3,63.0,4.7,1.3,6,6,2014
SN69100,63.4597,10.9305,17.05,88.0,8.7,16.75,84.0,6.5,0.05,7,6,2014
SN69100,63.4597,10.9305,21.2,87.0,9.6,15.05,77.0,4.8,0.0,8,6,2014
SN69100,63.4597,10.9305,17.8,94.0,6.0,14.95,85.0,3.1,10.45,9,6,2014
SN69100,63.4597,10.9305,24.1,94.0,5.2,15.7,66.0,3.1,0.75,10,6,2014
SN69100,63.4597,10.9305,22.200000000000003,93.0,10.4,18.65,73.0,4.1,5.75,11,6,2014
SN69100,63.4597,10.9305,16.1,96.0,7.9,13.9,84.0,3.5,12.95,12,6,2014
SN69100,63.4597,10.9305,13.5,91.0,8.7,11.25,72.0,6.4,3.85,13,6,2014
SN69100,63.4597,10.9305,15.9,92.0,9.7,10.1,69.0,4.0,0.05,14,6,2014
SN69100,63.4597,10.9305,14.5,92.0,9.3,11.3,75.0,6.2,0.05,15,6,2014
SN69100,63.4597,10.9305,12.4,84.0,9.9,9.9,67.0,7.5,0.75,16,6,2014
SN69100,63.4597,10.9305,12.6,90.0,12.9,10.35,75.0,8.5,0.2,17,6,2014
SN69100,63.4597,10.9305,12.2,97.0,12.5,11.05,87.0,8.0,0.7,18,6,2014
SN69100,63.4597,10.9305,11.9,97.0,10.0,10.35,80.0,6.1,8.0,19,6,2014
SN69100,63.4597,10.9305,11.0,87.0,8.5,8.25,71.0,5.9,0.75,20,6,2014
SN69100,63.4597,10.9305,9.0,87.0,13.6,7.6,80.0,9.1,1.95,21,6,2014
SN69100,63.4597,10.9305,13.0,88.0,9.7,8.8,75.0,5.9,2.7,22,6,2014
SN69100,63.4597,10.9305,13.4,92.0,6.8,9.9,76.0,5.2,0.2,23,6,2014
SN69100,63.4597,10.9305,13.4,89.0,6.2,9.9,77.0,3.0,0.0,24,6,2014
SN69100,63.4597,10.9305,12.6,91.0,6.9,9.75,72.0,3.7,2.4,25,6,2014
SN69100,63.4597,10.9305,13.1,92.0,5.4,9.8,71.0,3.1,0.1,26,6,2014
SN69100,63.4597,10.9305,16.7,89.0,10.0,11.85,57.0,4.4,0.0,27,6,2014
SN69100,63.4597,10.9305,17.8,79.0,7.3,13.7,52.0,5.3,0.0,28,6,2014
SN69100,63.4597,10.9305,15.25,95.0,8.2,12.55,76.0,3.4,0.9,29,6,2014
SN69100,63.4597,10.9305,19.4,96.0,5.7,12.5,78.0,2.9,1.8,30,6,2014
SN69100,63.4597,10.9305,17.2,92.0,6.3,13.35,79.0,4.2,0.0,1,7,2014
SN69100,63.4597,10.9305,21.1,94.0,7.4,13.8,69.0,4.3,0.0,2,7,2014
SN69100,63.4597,10.9305,17.450000000000003,92.0,9.9,14.3,77.0,4.6,2.15,3,7,2014
SN69100,63.4597,10.9305,25.4,92.0,6.1,15.95,52.0,4.1,1.85,4,7,2014
SN69100,63.4597,10.9305,27.5,66.0,7.1,22.15,48.0,4.2,0.0,5,7,2014
SN69100,63.4597,10.9305,28.3,54.0,6.6,24.0,46.0,4.4,0.0,6,7,2014
SN69100,63.4597,10.9305,29.4,93.0,10.4,23.15,59.0,7.1,0.5,7,7,2014
SN69100,63.4597,10.9305,19.8,96.0,5.8,17.65,90.0,2.3,5.3,8,7,2014
SN69100,63.4597,10.9305,31.3,94.0,5.2,21.55,59.0,2.9,0.3,9,7,2014
SN69100,63.4597,10.9305,28.950000000000003,94.0,7.5,23.8,72.0,4.0,0.0,10,7,2014
SN69100,63.4597,10.9305,26.8,96.0,7.8,21.1,78.0,4.1,0.8,11,7,2014
SN69100,63.4597,10.9305,25.1,85.0,6.3,21.55,75.0,3.4,0.0,12,7,2014
SN69100,63.4597,10.9305,29.3,92.0,7.8,22.1,54.0,4.1,0.0,13,7,2014
SN69100,63.4597,10.9305,26.05,84.0,5.7,22.7,66.0,3.4,0.0,14,7,2014
SN69100,63.4597,10.9305,23.4,91.0,10.7,19.25,81.0,5.2,1.2,15,7,2014
SN69100,63.4597,10.9305,18.3,90.0,7.7,15.9,79.0,4.7,1.2,16,7,2014
SN69100,63.4597,10.9305,21.1,91.0,8.7,16.0,82.0,4.7,1.25,17,7,2014
SN69100,63.4597,10.9305,17.2,95.0,6.4,16.3,86.0,4.8,1.25,18,7,2014
SN69100,63.4597,10.9305,27.1,97.0,5.2,17.700000000000003,68.0,3.0,0.6,19,7,2014
SN69100,63.4597,10.9305,29.3,78.0,5.7,22.45,51.0,3.8,0.0,20,7,2014
SN69100,63.4597,10.9305,31.0,77.0,7.0,23.9,59.0,3.5,0.0,21,7,2014
SN69100,63.4597,10.9305,28.4,85.0,7.0,22.8,64.0,4.0,0.0,22,7,2014
SN69100,63.4597,10.9305,25.9,88.0,6.6,21.8,72.0,3.9,0.6,23,7,2014
SN69100,63.4597,10.9305,25.3,94.0,6.3,19.95,75.0,3.8,0.0,24,7,2014
SN69100,63.4597,10.9305,23.0,90.0,6.6,19.3,79.0,4.7,0.0,25,7,2014
SN69100,63.4597,10.9305,23.3,90.0,6.4,18.6,78.0,3.2,0.0,26,7,2014
SN69100,63.4597,10.9305,29.0,91.0,6.5,20.25,66.0,3.6,0.0,27,7,2014
SN69100,63.4597,10.9305,23.05,87.0,7.8,20.45,75.0,4.6,0.0,28,7,2014
SN69100,63.4597,10.9305,27.3,95.0,11.0,18.9,72.0,3.7,0.0,29,7,2014
SN69100,63.4597,10.9305,20.5,95.0,15.4,17.85,89.0,3.5,13.9,30,7,2014
SN69100,63.4597,10.9305,20.0,95.0,6.1,15.6,79.0,3.7,1.95,31,7,2014
SN69100,63.4597,10.9305,16.85,94.0,4.3,14.95,83.0,2.5,7.1,1,8,2014
SN69100,63.4597,10.9305,26.8,92.0,6.8,16.5,61.0,4.5,0.55,2,8,2014
SN69100,63.4597,10.9305,26.7,64.0,8.0,23.15,55.0,4.5,0.0,3,8,2014
SN69100,63.4597,10.9305,28.4,93.0,7.5,22.7,74.0,3.5,3.05,4,8,2014
SN69100,63.4597,10.9305,20.05,96.0,8.4,19.1,81.0,3.1,4.15,5,8,2014
SN69100,63.4597,10.9305,17.4,96.0,5.3,16.25,91.0,2.6,6.949999999999999,6,8,2014
SN69100,63.4597,10.9305,24.5,96.0,6.7,17.25,78.0,2.8,1.65,7,8,2014
SN69100,63.4597,10.9305,21.15,96.0,7.3,18.1,84.0,4.0,0.0,8,8,2014
SN69100,63.4597,10.9305,27.8,96.0,6.4,18.450000000000003,63.0,3.9,0.0,9,8,2014
SN69100,63.4597,10.9305,24.85,78.0,8.2,21.700000000000003,49.0,4.4,0.0,10,8,2014
SN69100,63.4597,10.9305,21.8,81.0,8.0,17.8,64.0,4.7,0.05,11,8,2014
SN69100,63.4597,10.9305,22.6,62.0,7.1,18.05,52.0,3.9,0.05,12,8,2014
SN69100,63.4597,10.9305,20.8,96.0,7.0,16.8,67.0,3.2,0.1,13,8,2014
SN69100,63.4597,10.9305,19.0,98.0,8.7,14.55,81.0,4.2,2.6,14,8,2014
SN69100,63.4597,10.9305,16.7,92.0,7.8,13.95,74.0,4.0,1.15,15,8,2014
SN69100,63.4597,10.9305,16.8,94.0,3.7,12.5,72.0,2.6,0.05,16,8,2014
SN69100,63.4597,10.9305,16.1,90.0,5.7,13.3,78.0,3.6,0.7,17,8,2014
SN69100,63.4597,10.9305,14.8,96.0,4.4,12.85,92.0,2.2,11.0,18,8,2014
SN69100,63.4597,10.9305,17.6,97.0,5.4,12.95,80.0,3.0,18.5,19,8,2014
SN69100,63.4597,10.9305,17.0,96.0,8.2,13.55,86.0,4.9,1.1,20,8,2014
SN69100,63.4597,10.9305,15.3,93.0,9.2,13.2,87.0,6.4,14.25,21,8,2014
SN69100,63.4597,10.9305,16.1,96.0,4.3,11.9,89.0,2.3,2.85,22,8,2014
SN69100,63.4597,10.9305,16.2,98.0,4.0,12.05,89.0,2.4,3.4,23,8,2014
SN69100,63.4597,10.9305,19.0,94.0,4.2,13.3,74.0,2.6,3.0500000000000003,24,8,2014
SN69100,63.4597,10.9305,16.9,96.0,5.8,13.85,84.0,3.1,1.35,25,8,2014
SN69100,63.4597,10.9305,17.5,96.0,6.3,13.15,83.0,2.9,2.5,26,8,2014
SN69100,63.4597,10.9305,14.3,96.0,9.7,12.3,87.0,4.8,2.8,27,8,2014
SN69100,63.4597,10.9305,16.8,95.0,4.7,12.5,82.0,2.9,1.75,28,8,2014
SN69100,63.4597,10.9305,21.8,89.0,7.4,13.9,58.0,5.5,0.0,29,8,2014
SN69100,63.4597,10.9305,20.0,64.0,9.8,16.950000000000003,51.0,6.6,0.0,30,8,2014
SN69100,63.4597,10.9305,21.7,59.0,7.4,16.7,50.0,5.3,0.0,31,8,2014
SN69100,63.4597,10.9305,20.1,87.0,5.9,15.15,69.0,3.1,0.0,1,9,2014
SN69100,63.4597,10.9305,17.0,96.0,3.6,14.0,87.0,2.3,0.65,2,9,2014
SN69100,63.4597,10.9305,19.5,97.0,7.3,14.2,80.0,2.8,4.55,3,9,2014
SN69100,63.4597,10.9305,17.4,92.0,6.6,14.75,82.0,2.4,0.0,4,9,2014
SN69100,63.4597,10.9305,18.4,93.0,6.5,13.65,78.0,3.4,0.0,5,9,2014
SN69100,63.4597,10.9305,20.5,93.0,4.6,15.3,78.0,2.5,0.0,6,9,2014
SN69100,63.4597,10.9305,24.8,79.0,5.1,17.2,65.0,3.4,0.0,7,9,2014
SN69100,63.4597,10.9305,21.2,76.0,7.2,17.75,61.0,3.7,0.0,8,9,2014
SN69100,63.4597,10.9305,16.7,95.0,7.7,14.9,85.0,3.8,0.5,9,9,2014
SN69100,63.4597,10.9305,17.7,96.0,4.0,12.8,79.0,2.5,0.5,10,9,2014
SN69100,63.4597,10.9305,13.9,96.0,4.6,11.55,90.0,2.4,0.2,11,9,2014
SN69100,63.4597,10.9305,17.6,97.0,4.7,12.7,81.0,2.7,2.1,12,9,2014
SN69100,63.4597,10.9305,16.0,93.0,3.5,11.55,83.0,2.1,0.0,13,9,2014
SN69100,63.4597,10.9305,16.6,97.0,3.3,13.3,85.0,2.2,0.0,14,9,2014
SN69100,63.4597,10.9305,15.2,97.0,5.5,10.9,89.0,2.8,0.0,15,9,2014
SN69100,63.4597,10.9305,15.0,97.0,5.0,10.35,89.0,2.8,0.0,16,9,2014
SN69100,63.4597,10.9305,13.1,98.0,4.4,10.0,94.0,2.7,0.0,17,9,2014
SN69100,63.4597,10.9305,13.7,99.0,5.7,9.9,93.0,3.0,0.0,18,9,2014
SN69100,63.4597,10.9305,16.8,95.0,4.3,11.35,84.0,2.3,0.0,19,9,2014
SN69100,63.4597,10.9305,14.4,95.0,5.0,10.65,86.0,2.5,0.0,20,9,2014
SN69100,63.4597,10.9305,12.2,94.0,9.1,10.8,76.0,6.0,1.15,21,9,2014
SN69100,63.4597,10.9305,9.8,94.0,5.0,7.4,84.0,2.8,1.3,22,9,2014
SN69100,63.4597,10.9305,11.6,97.0,4.7,5.949999999999999,76.0,3.2,0.75,23,9,2014
SN69100,63.4597,10.9305,7.4,97.0,3.7,6.550000000000001,92.0,2.7,6.0,24,9,2014
SN69100,63.4597,10.9305,11.7,94.0,7.7,8.1,85.0,3.2,2.25,25,9,2014
SN69100,63.4597,10.9305,16.7,87.0,14.2,11.1,67.0,9.1,3.75,26,9,2014
SN69100,63.4597,10.9305,12.1,91.0,14.0,10.3,82.0,10.1,20.65,27,9,2014
SN69100,63.4597,10.9305,13.3,93.0,9.5,11.25,79.0,4.5,15.1,28,9,2014
SN69100,63.4597,10.9305,11.7,83.0,14.1,10.3,70.0,9.6,6.4,29,9,2014
SN69100,63.4597,10.9305,14.5,94.0,4.9,8.8,74.0,2.6,0.55,30,9,2014
SN69100,63.4597,10.9305,17.5,91.0,9.0,12.2,61.0,4.6,0.0,1,10,2014
